model,macro_auc,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1
MobileNetV2,0.7320771170653319,0.12736669254860608,0.2544496432601163,0.16330120868863074,0.1711270260082925,0.34762633996937214,0.22935084617327609
EfficientNetB3,0.6420988096908407,0.09771748394856783,0.23910831838790178,0.1088236569860886,0.11401425178147269,0.3675344563552833,0.17403915881073242
